=||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||=
||                                                          ||
||   //////  //   //  /////   /////   /////  /////  /////   ||
||   //       // //   //  //  //  //  //     //     //      ||
||   //////    ///    /////   ////    /////  /////  /////   ||
||   //       // //   //      // //   //        //     //   ||
# [🟢][DONE][08/06/2024:03:38:07] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/confirm_email?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJlbWFpbCI6InZ1cWFyc2ZyemFkQGdtYWlsLmNvbSIsImlhdCI6MTcxNzgwMzM5MCwiZXhwIjoxNzE3ODg5NzkwfQ.mSQXM5VKEZpHzE_ueP-gRBB3HqlT3m-Aek056F1jnDU HTTP/1.1)>(status: 204) -- 0ms]
# [🔴][FAIL][08/06/2024:03:38:08] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [Error: INVALID SESSION TOKEN]
# [🔴][FAIL][08/06/2024:03:38:08] -> [{"file":"/controllers/UserController.ts"}] => [Email confirming progress failed:
Error: INVALID SESSION TOKEN]
# [🔴][FAIL][08/06/2024:03:38:08] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/confirm_email?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJlbWFpbCI6InZ1cWFyc2ZyemFkQGdtYWlsLmNvbSIsImlhdCI6MTcxNzgwMzM5MCwiZXhwIjoxNzE3ODg5NzkwfQ.mSQXM5VKEZpHzE_ueP-gRBB3HqlT3m-Aek056F1jnDU HTTP/1.1)>(status: 400) -- 43ms]
# [🟢][DONE][08/06/2024:03:39:25] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/confirm_email?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJlbWFpbCI6InZ1cWFyc2ZyemFkQGdtYWlsLmNvbSIsImlhdCI6MTcxNzgwMzM5MCwiZXhwIjoxNzE3ODg5NzkwfQ.mSQXM5VKEZpHzE_ueP-gRBB3HqlT3m-Aek056F1jnDU HTTP/1.1)>(status: 204) -- 0ms]
# [🔴][FAIL][08/06/2024:03:39:25] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [Error: INVALID SESSION TOKEN]
# [🔴][FAIL][08/06/2024:03:39:26] -> [{"file":"/controllers/UserController.ts"}] => [Email confirming progress failed:
Error: INVALID SESSION TOKEN]
# [🔴][FAIL][08/06/2024:03:39:26] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/confirm_email?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJlbWFpbCI6InZ1cWFyc2ZyemFkQGdtYWlsLmNvbSIsImlhdCI6MTcxNzgwMzM5MCwiZXhwIjoxNzE3ODg5NzkwfQ.mSQXM5VKEZpHzE_ueP-gRBB3HqlT3m-Aek056F1jnDU HTTP/1.1)>(status: 400) -- 43ms]
# [🟢][DONE][08/06/2024:03:41:49] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:03:41:50] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:03:41:50] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:03:41:50] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:03:42:01] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/login HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:42:02] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "ACCESS_TOKEN", (OWNER_ID: 2)]
# [🟢][DONE][08/06/2024:03:42:02] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "REFRESH_TOKEN", (OWNER_ID: 2)]
# [🟢][DONE][08/06/2024:03:42:02] -> [{"file":"/controllers/UserController.ts"}(🏷️IP:192.168.31.157)] => [NEW LOGIN FROM USER_ID: 2]
# [🟢][DONE][08/06/2024:03:42:02] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<POST /api/v1/user/login HTTP/1.1)>(status: 200) -- 460ms]
# [🟢][DONE][08/06/2024:03:42:02] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:42:03] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:03:42:10] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:42:11] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 304) -- -ms]
# [🟢][DONE][08/06/2024:03:42:13] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 304) -- -ms]
# [🟢][DONE][08/06/2024:03:42:16] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/logout HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:42:16] -> [{"file":"/controllers/UserController.ts"}] => [LOGOUT USER_ID:2]
# [🟢][DONE][08/06/2024:03:42:16] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/logout HTTP/1.1)>(status: 304) -- -ms]
# [🟢][DONE][08/06/2024:03:42:30] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/login HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:42:30] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "ACCESS_TOKEN", (OWNER_ID: 1)]
# [🟢][DONE][08/06/2024:03:42:30] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "REFRESH_TOKEN", (OWNER_ID: 1)]
# [🟢][DONE][08/06/2024:03:42:30] -> [{"file":"/controllers/UserController.ts"}(🏷️IP:192.168.31.157)] => [NEW LOGIN FROM USER_ID: 1]
# [🟢][DONE][08/06/2024:03:42:31] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<POST /api/v1/user/login HTTP/1.1)>(status: 200) -- 460ms]
# [🟢][DONE][08/06/2024:03:42:31] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:42:31] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 225ms]
# [🟢][DONE][08/06/2024:03:43:11] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🔴][FAIL][08/06/2024:03:43:43] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: -) -- -ms]
# [🟢][DONE][08/06/2024:03:43:44] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:43:45] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 225ms]
# [🟢][DONE][08/06/2024:03:44:20] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:44:45] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:03:44:45] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:03:44:45] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:03:44:45] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:03:44:49] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:44:49] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 4ms]
# [🟢][DONE][08/06/2024:03:46:48] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:03:46:48] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:03:46:48] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:03:46:48] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:03:47:07] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:47:07] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 37ms]
# [🟢][DONE][08/06/2024:03:47:40] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:47:40] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 37ms]
# [🟢][DONE][08/06/2024:03:47:55] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:03:47:55] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:03:47:55] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:03:47:55] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:03:47:57] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:47:57] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 37ms]
# [🟢][DONE][08/06/2024:03:48:33] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:03:48:33] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:03:48:33] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:03:48:33] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:03:48:40] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:48:40] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 37ms]
# [🟢][DONE][08/06/2024:03:52:53] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:03:52:53] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:03:52:53] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:03:52:53] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:03:57:43] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:03:57:44] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 225ms]
# [🟢][DONE][08/06/2024:04:09:32] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:04:09:32] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:04:09:32] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:04:09:32] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:04:09:36] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🔴][FAIL][08/06/2024:04:09:36] -> [{"file":"/controllers/UserController.ts"}] => [SyntaxError: Unexpected token u in JSON at position 0]
# [🔴][FAIL][08/06/2024:04:09:37] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 500) -- 50ms]
# [🟢][DONE][08/06/2024:04:10:18] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🔴][FAIL][08/06/2024:04:10:18] -> [{"file":"/controllers/UserController.ts"}] => [SyntaxError: Unexpected token u in JSON at position 0]
# [🔴][FAIL][08/06/2024:04:10:19] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 500) -- 50ms]
# [🟢][DONE][08/06/2024:04:13:49] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:13:50] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 225ms]
# [🟢][DONE][08/06/2024:04:14:48] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/login HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:14:49] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "ACCESS_TOKEN", (OWNER_ID: 2)]
# [🟢][DONE][08/06/2024:04:14:49] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "REFRESH_TOKEN", (OWNER_ID: 2)]
# [🟢][DONE][08/06/2024:04:14:49] -> [{"file":"/controllers/UserController.ts"}(🏷️IP:192.168.31.157)] => [NEW LOGIN FROM USER_ID: 2]
# [🟢][DONE][08/06/2024:04:14:49] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<POST /api/v1/user/login HTTP/1.1)>(status: 200) -- 460ms]
# [🟢][DONE][08/06/2024:04:14:49] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:14:50] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:04:15:52] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🔴][FAIL][08/06/2024:04:15:52] -> [{"file":"/controllers/UserController.ts"}] => [SyntaxError: Unexpected token u in JSON at position 0]
# [🔴][FAIL][08/06/2024:04:15:52] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 500) -- 50ms]
# [🟢][DONE][08/06/2024:04:16:29] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:04:16:29] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:04:16:29] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:04:16:29] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:04:16:35] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🔴][FAIL][08/06/2024:04:16:35] -> [{"file":"/controllers/UserController.ts"}] => [SyntaxError: Unexpected token u in JSON at position 0]
# [🔴][FAIL][08/06/2024:04:16:36] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 500) -- 50ms]
# [🟢][DONE][08/06/2024:04:16:51] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:04:16:51] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:04:16:51] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:04:16:51] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:04:16:58] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:16:59] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:04:17:35] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:04:17:35] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:04:17:35] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:04:17:35] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:04:17:38] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:17:39] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:04:18:23] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:04:18:23] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:04:18:23] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:04:18:23] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:04:18:52] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:18:52] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:04:18:56] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:18:56] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:04:21:42] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:21:42] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:04:23:01] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/logout HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:23:01] -> [{"file":"/controllers/UserController.ts"}] => [LOGOUT USER_ID:2]
# [🟢][DONE][08/06/2024:04:23:01] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/logout HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:04:23:09] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/login HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:23:09] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "ACCESS_TOKEN", (OWNER_ID: 2)]
# [🟢][DONE][08/06/2024:04:23:09] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "REFRESH_TOKEN", (OWNER_ID: 2)]
# [🟢][DONE][08/06/2024:04:23:09] -> [{"file":"/controllers/UserController.ts"}(🏷️IP:192.168.31.157)] => [NEW LOGIN FROM USER_ID: 2]
# [🟢][DONE][08/06/2024:04:23:10] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<POST /api/v1/user/login HTTP/1.1)>(status: 200) -- 460ms]
# [🟢][DONE][08/06/2024:04:23:10] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:23:10] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:04:23:16] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:23:17] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
